name;city;object_type;star_number;area;guest_grade;review_number;meal_plan;is_free_cancel_reservation;price;href;latitude;longitude;staff;facilities;cleanliness;comfort;value_for_money;location;wifi
Beverly Hills Suites - Excel Hotels & Resorts;Los Cristianos;Studio;3.0;54.0;8.1;3656;No meal;False;2575;https://www.booking.com/hotel/es/beverly-hills-club.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=77612591_88211512_2_34_0&highlighted_blocks=77612591_88211512_2_34_0&matching_block_id=77612591_88211512_2_34_0&sr_pri_blocks=77612591_88211512_2_34_0__60480&from=searchresults#hotelTmpl;28.05189963;-16.70516253;8.9;8.0;8.1;8.1;8.0;7.9;8.4
Ona el Marqués;Puerto de Santiago;Apartament typu studio;3.0;40.0;8.6;2839;No meal;False;2039;https://www.booking.com/hotel/es/ona-el-marques.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=129007709_85761144_2_2_0&highlighted_blocks=129007709_85761144_2_2_0&matching_block_id=129007709_85761144_2_2_0&sr_pri_blocks=129007709_85761144_2_2_0__47880&from=searchresults#hotelTmpl;28.24025463;-16.83996499;9.1;8.7;8.9;8.8;8.7;8.8;6.9
Hotel Taburiente S.C.Tenerife;Santa Cruz de Tenerife;Pokój typu Superior z 2 łóżkami pojedynczymi;4.0;;8.4;3477;No meal;True;3248;https://www.booking.com/hotel/es/taburiente-santa-cruz-de-tenerife.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=1894303_339186523_0_42_0&highlighted_blocks=1894303_339186523_0_42_0&matching_block_id=1894303_339186523_0_42_0&sr_pri_blocks=1894303_339186523_0_42_0__76269&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.47335506;-16.25306949;9.0;8.5;8.9;8.8;8.2;9.1;8.3
Royal Tenerife Country Club;San Miguel de Abona;Apartament z 1 sypialnią;3.0;83.0;8.6;1877;No meal;False;3307;https://www.booking.com/hotel/es/royal-tenerife-country-club.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=18876201_88494791_0_0_0&highlighted_blocks=18876201_88494791_0_0_0&matching_block_id=18876201_88494791_0_0_0&sr_pri_blocks=18876201_88494791_0_0_0__77668&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.03566951;-16.60887122;8.9;8.8;9.1;9.2;8.8;8.1;8.3
Sol Tenerife;Playa de las Americas;Pokój z 2 łóżkami pojedynczymi;4.0;;7.0;5166;Breakfast;False;3763;https://www.booking.com/hotel/es/sol-tenerife.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=9451902_91989309_2_41_0&highlighted_blocks=9451902_91989309_2_41_0&matching_block_id=9451902_91989309_2_41_0&sr_pri_blocks=9451902_91989309_2_41_0__88380&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.06423156;-16.73141599;8.3;7.2;7.5;7.3;7.0;8.3;7.9
Hotel Panoramica Garden;Los Realejos;Apartament typu Studio z widokiem na góry (2 osoby dorosłe);3.0;35.0;7.7;2724;Breakfast;False;1459;https://www.booking.com/hotel/es/panoramica-garden.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=1216111_95135412_0_1_0&highlighted_blocks=1216111_95135412_0_1_0&matching_block_id=1216111_95135412_0_1_0&sr_pri_blocks=1216111_95135412_0_1_0__34272&from=searchresults#hotelTmpl;28.39735582;-16.581164;8.8;7.5;8.3;7.9;8.3;7.8;6.3
Barceló Tenerife;San Miguel de Abona;Pokój dwuosobowy;5.0;;8.4;2485;Breakfast;False;6562;https://www.booking.com/hotel/es/barcelo-tenerife.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=2228757_95146528_2_1_0&highlighted_blocks=2228757_95146528_2_1_0&matching_block_id=2228757_95146528_2_1_0&sr_pri_blocks=2228757_95146528_2_1_0__154105&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.03025024;-16.59884512;9.1;8.6;8.9;8.9;8.0;7.9;8.4
Hotel Médano;El Médano;Pokój Dwuosobowy z widokiem na morze;3.0;;8.1;1437;Breakfast;True;3548;https://www.booking.com/hotel/es/ma-c-dano.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=35354303_356177470_2_1_0&highlighted_blocks=35354303_356177470_2_1_0&matching_block_id=35354303_356177470_2_1_0&sr_pri_blocks=35354303_356177470_2_1_0__83315&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.04413997;-16.53768271;8.9;7.9;8.6;8.4;7.9;9.5;8.0
Sol Arona Tenerife;Los Cristianos;Pokój Dwuosobowy z 1 lub 2 łóżkami;3.0;;7.2;4770;Breakfast;False;3273;https://www.booking.com/hotel/es/sol-arona-tenerife.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=9452010_91989310_2_41_0&highlighted_blocks=9452010_91989310_2_41_0&matching_block_id=9452010_91989310_2_41_0&sr_pri_blocks=9452010_91989310_2_41_0__76860&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.05050776;-16.71257079;8.2;7.2;7.7;7.4;7.2;8.6;7.5
Allegro Isora;Puerto de Santiago;Apartament (2 osoby dorosłe + 1 dziecko);4.0;38.0;7.9;2852;Breakfast;False;3568;https://www.booking.com/hotel/es/allegro-isora.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=9415838_93375934_2_41_0&highlighted_blocks=9415838_93375934_2_41_0&matching_block_id=9415838_93375934_2_41_0&sr_pri_blocks=9415838_93375934_2_41_0__83790&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.224914;-16.83753222;8.8;8.0;8.1;8.1;7.9;8.3;5.9
Klayman Diamond Aparthotel;Acantilado de los Gigantes;Apartament z 1 sypialnią i widokiem na morze;4.0;54.0;9.1;1679;No meal;True;3824;https://www.booking.com/hotel/es/ska-diamond-apartments.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=38790824_174937445_0_2_0&highlighted_blocks=38790824_174937445_0_2_0&matching_block_id=38790824_174937445_0_2_0&sr_pri_blocks=38790824_174937445_0_2_0__89813&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.2451211;-16.8386109;9.6;9.2;9.4;9.3;8.9;9.0;9.0
Gran Melia Palacio de Isora Resort & Spa;Alkala;Pokój typu Deluxe;5.0;;8.4;1502;Breakfast;False;6653;https://www.booking.com/hotel/es/gran-melia-palacio-de-isora.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=1379857_95138115_2_41_0&highlighted_blocks=1379857_95138115_2_41_0&matching_block_id=1379857_95138115_2_41_0&sr_pri_blocks=1379857_95138115_2_41_0__156240&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.20459408;-16.83104932;8.9;8.9;9.0;8.9;7.7;8.6;8.7
Silken Atlántida Santa Cruz;Santa Cruz de Tenerife;Pokój Dwuosobowy typu Comfort z 1 lub 2 łóżkami;4.0;;8.5;3064;No meal;True;2601;https://www.booking.com/hotel/es/atlantidasantacruz.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=9118102_346807488_0_2_0&highlighted_blocks=9118102_346807488_0_2_0&matching_block_id=9118102_346807488_0_2_0&sr_pri_blocks=9118102_346807488_0_2_0__61074&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.45872647;-16.25723362;9.0;8.6;8.9;8.9;8.1;9.2;8.3
Hotel Rural La Raya 1866;Güimar;Pokój z 2 łóżkami pojedynczymi i tarasem;;;8.7;347;No meal;False;2638;https://www.booking.com/hotel/es/rural-finca-la-raya.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=166630610_356519672_2_2_0&highlighted_blocks=166630610_356519672_2_2_0&matching_block_id=166630610_356519672_2_2_0&sr_pri_blocks=166630610_356519672_2_2_0__61945&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.3166484;-16.4207959;9.3;8.6;9.0;8.9;8.8;8.3;
Alua Atlantico Golf - All Inclusive;San Miguel de Abona;Pokój dwuosobowy z widokiem na ocean;4.0;;8.1;2469;All inclusive;True;5771;https://www.booking.com/hotel/es/alua-atlantico-golf.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=9359643_330514571_2_85_0&highlighted_blocks=9359643_330514571_2_85_0&matching_block_id=9359643_330514571_2_85_0&sr_pri_blocks=9359643_330514571_2_85_0__135516&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.02493962;-16.61102235;8.8;8.4;8.8;8.7;8.2;8.1;7.0
El Marques Palace by Intercorp Group;Puerto de Santiago;Apartament z 1 sypialnią i widokiem na morze;4.0;70.0;8.5;1762;No meal;False;2683;https://www.booking.com/hotel/es/el-marques-palace.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826957&all_sr_blocks=18940101_88495147_0_2_0&highlighted_blocks=18940101_88495147_0_2_0&matching_block_id=18940101_88495147_0_2_0&sr_pri_blocks=18940101_88495147_0_2_0__63000&from=searchresults#hotelTmpl;28.24002025;-16.83965787;9.2;8.2;8.5;8.5;8.6;8.8;8.3
H10 Atlantic Sunset;Callao Salvaje;Pokój dwuosobowy – 2 osoby dorosłe;5.0;;8.8;2268;Breakfast;False;6574;https://www.booking.com/hotel/es/h10-atlantic-sunset.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=27&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=413304001_125876861_0_41_0&highlighted_blocks=413304001_125876861_0_41_0&matching_block_id=413304001_125876861_0_41_0&sr_pri_blocks=413304001_125876861_0_41_0__154380&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.11868462;-16.7755998;9.2;9.2;9.3;9.3;8.5;8.5;8.2
Hotel Best Semiramis;Puerto de la Cruz;Pokój Dwuosobowy typu Standard (2 osoby dorosłe);5.0;;8.1;4245;Breakfast;True;3174;https://www.booking.com/hotel/es/best-semiramis.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=28&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=1244002_359471958_0_1_0&highlighted_blocks=1244002_359471958_0_1_0&matching_block_id=1244002_359471958_0_1_0&sr_pri_blocks=1244002_359471958_0_1_0__74529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41606469;-16.53503001;8.9;8.1;8.8;8.7;8.5;8.6;7.2
Hotel Playa Sur Tenerife;El Médano;Superior Double Room (Dog Friendly);3.0;;8.3;989;Breakfast;True;3788;https://www.booking.com/hotel/es/playa-sur-tenerife-el-medano.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=29&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=23663329_382530107_2_1_0&highlighted_blocks=23663329_382530107_2_1_0&matching_block_id=23663329_382530107_2_1_0&sr_pri_blocks=23663329_382530107_2_1_0__88956&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.0411903;-16.54312491;9.1;8.1;8.7;8.5;8.1;9.4;8.5
Bahia Principe Sunlight Costa Adeje - All Inclusive;Adeje;Pokój typu Standard (2 osoby dorosłe + 1 dziecko);4.0;;8.5;1766;All inclusive;True;6856;https://www.booking.com/hotel/es/sunlight-bahia-principe-costa-adeje.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=30&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=543598731_381995115_0_85_0&highlighted_blocks=543598731_381995115_0_85_0&matching_block_id=543598731_381995115_0_85_0&sr_pri_blocks=543598731_381995115_0_85_0__160999&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.119215;-16.770273;9.3;8.7;9.0;8.8;8.4;8.0;6.6
Hotel Tenerife Golf & Seaview;San Miguel de Abona;Pokój Dwuosobowy z 1 lub 2 łóżkami i widokiem na morze;4.0;;7.9;2760;Breakfast;True;4143;https://www.booking.com/hotel/es/vincci-tenerife-golf.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=31&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=9390226_199910523_2_41_0&highlighted_blocks=9390226_199910523_2_41_0&matching_block_id=9390226_199910523_2_41_0&sr_pri_blocks=9390226_199910523_2_41_0__97300&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.02763877;-16.60035253;8.8;7.7;8.3;8.2;7.7;8.3;7.6
Sunset Bay Club;Adeje;Apartament typu studio;3.0;50.0;8.5;3074;No meal;False;3628;https://www.booking.com/hotel/es/sunset-bay-club.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=32&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=18875604_88450767_0_0_0&highlighted_blocks=18875604_88450767_0_0_0&matching_block_id=18875604_88450767_0_0_0&sr_pri_blocks=18875604_88450767_0_0_0__85207&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.08327581;-16.73182905;9.2;8.7;8.8;8.8;8.5;9.0;8.0
Apartamentos Parque del Sol;Adeje;Apartament z 1 sypialnią;3.0;60.0;8.4;2006;Breakfast and dinner;False;4480;https://www.booking.com/hotel/es/apartamentos-parque-del-sol.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=33&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=685547405_341038484_0_17_0&highlighted_blocks=685547405_341038484_0_17_0&matching_block_id=685547405_341038484_0_17_0&sr_pri_blocks=685547405_341038484_0_17_0__105210&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.089433;-16.736033;9.0;8.4;8.4;8.5;8.5;9.3;6.8
Beverly Hills Heights - Excel Hotels & Resorts;Los Cristianos;Apartament z 1 sypialnią;3.0;50.0;8.8;3146;No meal;False;3005;https://www.booking.com/hotel/es/the-suites-at-beverly-heights.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=34&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=281561907_107271321_2_34_0&highlighted_blocks=281561907_107271321_2_34_0&matching_block_id=281561907_107271321_2_34_0&sr_pri_blocks=281561907_107271321_2_34_0__70560&from=searchresults#hotelTmpl;28.05192596;-16.70374095;9.4;8.8;8.6;8.7;8.8;8.2;8.9
Hotel Las Águilas Tenerife, Affiliated by Meliá;Puerto de la Cruz;Apartament typu Suite z widokiem na góry;4.0;;8.3;4309;Breakfast;True;4480;https://www.booking.com/hotel/es/las-aguilas.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=35&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826923&all_sr_blocks=9734875_361969690_2_41_0&highlighted_blocks=9734875_361969690_2_41_0&matching_block_id=9734875_361969690_2_41_0&sr_pri_blocks=9734875_361969690_2_41_0__105203&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.39969874;-16.54589832;9.1;8.2;8.8;8.7;8.3;8.5;7.8
